fileId,orgin_fileId,title,url,keywords,description,source,author,date,year,domainName,websiteName,views,comments,likes,forwardings,language,area,title_in_article,news_category,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26
text_4b97962426a179f087aa0cbf0d1b85cf.txt,4b97962426a179f087aa0cbf0d1b85cf,德国数字峰会：默克尔呼吁加快数字化变??https://baijiahao.baidu.com/s?id=1685021581852540641&wfr=spider&for=pc,,,,数字化制??2020-12-03,2020,baijiahao.baidu.com,百家??,0,,,zh,德国,,,,,,,,,,,,
text_eb6779dc0e5dd2322ca4a0980869750a.txt,eb6779dc0e5dd2322ca4a0980869750a,博鳌共话后疫情时代多边合作：公共体系建设与绿色发展或成新基石,https://www.163.com/dy/article/G8281BLJ05199NPP.html,"默克??习近??气候变??周文??,博鳌共话后疫情时代多边合作：公共体系建设与绿色发展或成新基石，默克尔，习近平，气候变化，周文??网易,21世纪经济报道,2021-04-20,2021,www.163.com,网易,,0,,,zh,德国,,默克尔|气候变化|周文??",,,,,,,,,,,,,,,,,,,,,,
text_2fd1311c2eb8310800ab109da379fd3a.txt,2fd1311c2eb8310800ab109da379fd3a,默克尔倡以绿色重建经济，疫症会否迎来新治理体系??https://www.163.com/dy/article/FBDCEVLH05313F6D.html,"默克??欧盟""","欧盟委员??德国政府""",默克尔倡以绿色重建经济，疫症会否迎来新治理体系？，默克尔，欧盟，欧盟委员会，德国政??网易,老吴科技,2020/4/29,1905/7/12,www.163.com,网易,,0,,,zh,德国,,欧盟|欧盟委员??,,,,,,,,
text_53a5c7ca9f61638b15739c04eace72c3.txt,53a5c7ca9f61638b15739c04eace72c3,德国“赌气”，欧洲自尝苦果??https://baijiahao.baidu.com/s?id=1719911799681107722&wfr=spider&for=pc,,,,京报??2021-12-23,2021,baijiahao.baidu.com,百家??,11,,,zh,德国,,,,,,,,,,,,
text_54af80c3b8da3a843dd91e56a0cc0e66.txt,54af80c3b8da3a843dd91e56a0cc0e66,德国反对美国制裁北溪二号??0万驻德美军有没有能力推翻默克尔？,https://baijiahao.baidu.com/s?id=1654044313084401954&wfr=spider&for=pc,,,,历史知事Pro,2019/12/27,2019,baijiahao.baidu.com,百家??,1,,,zh,德国,,,,,,,,,,
text_fe52e89581913e8a6307dfaa39324e2b.txt,fe52e89581913e8a6307dfaa39324e2b,德国为什么坚持废除核电？,https://baijiahao.baidu.com/s?id=1721199777987508306&wfr=spider&for=pc,,,,谷火平观??2022-01-06,1905/7/14,baijiahao.baidu.com,百家??,2,,,zh,德国,,,,,,,,,,,
text_7b53f442e137d1d1bce04d125df988b9.txt,7b53f442e137d1d1bce04d125df988b9,德国欲建人工岛将风电转化成氢??https://baijiahao.baidu.com/s?id=1643884832110878547&wfr=spider&for=pc,,,,人民??2019-09-06,2019,baijiahao.baidu.com,百家??,0,,,zh,德国,,,,,,,,,,,,
text_77ca7306d15020d461403c144df591fa.txt,77ca7306d15020d461403c144df591fa,默克尔预告将就减排推出新决定,https://baijiahao.baidu.com/s?id=1630753859195842737&wfr=spider&for=pc,,,,热点追踪,2019/4/14,1905/7/11,baijiahao.baidu.com,百家??,0,,,zh,德国,,,,,,,,,,
text_cbbc384d2ad6e34da0dd8181fb9d369e.txt,cbbc384d2ad6e34da0dd8181fb9d369e,欧洲碳价突破56欧元，全球碳定价体系呼声渐强,https://www.163.com/dy/article/GA9SUTKB05199NPP.html,"欧盟,欧洲,梅德??默克??碳价",欧洲碳价突破56欧元，全球碳定价体系呼声渐强，欧盟，欧洲，梅德文，默克尔，碳??网易,21世纪经济报道,2021/5/18,1905/7/13,www.163.com,网易,,0,,,zh,德国,,欧盟|梅德文|默克??,,,,,,,,
text_9c8b61e63d9425d2bd5fe7007c900840.txt,9c8b61e63d9425d2bd5fe7007c900840,丝路关注丨德国碳中和战略与实施路??https://baijiahao.baidu.com/s?id=1712425267857908569&wfr=spider&for=pc,,,,丝路产能合作中心,2021/10/1,1905/7/13,baijiahao.baidu.com,百家??,0,,,zh,德国,,,,,,,,,,,
text_4fce08d45e0d103d0adff20a3287997c.txt,4fce08d45e0d103d0adff20a3287997c,重磅｜德国学者库恩：“中国将拯救地球吗？??https://baijiahao.baidu.com/s?id=1704511548053979497&wfr=spider&for=pc,,,,中国新闻??2021-07-06,2021,baijiahao.baidu.com,百家??,0,,,zh,德国,,,,,,,,,,,,
text_5e69da6632683b1874560c955a5391a9.txt,5e69da6632683b1874560c955a5391a9,德国的超现实灾难，洪灾后，后默克尔时代的德国将去往哪里??https://baijiahao.baidu.com/s?id=1706606380083341315&wfr=spider&for=pc,,,,世界??2021-07-29,2021,baijiahao.baidu.com,百家??,0,,,zh,德国,,,,,,,,,,,,
text_ed82f8bb83859a337fd617503e32ab17.txt,ed82f8bb83859a337fd617503e32ab17,美国制裁“俄-德”这条天然气管道后，默克尔怒了,https://baijiahao.baidu.com/s?id=1653410139417839848&wfr=spider&for=pc,,,,新京??2019-12-20,2019,baijiahao.baidu.com,百家??,117,,,zh,德国,,,,,,,,,,,
text_7e7403347678a4a7efd0c45c0e77e5c0.txt,7e7403347678a4a7efd0c45c0e77e5c0,默克尔访哈佛 一切尽在不言??https://baijiahao.baidu.com/s?id=1635090954588930532&wfr=spider&for=pc,,,,财经Live,2019/6/1,1905/7/11,baijiahao.baidu.com,百家??,0,,,zh,德国,,,,,,,,,,,
text_fdf38b7193b58f0ba835b085c79cd769.txt,fdf38b7193b58f0ba835b085c79cd769,默克尔领??位部长组建德“气候内阁”：规格高、任务重,https://baijiahao.baidu.com/s?id=1628607154838418060&wfr=spider&for=pc,,,,新京??2019-03-21,1905/7/11,baijiahao.baidu.com,百家??,0,,,zh,德国,,,,,,,,,,,
text_81d9d4f1c0cf60d5bfd8972fdc99f06e.txt,81d9d4f1c0cf60d5bfd8972fdc99f06e,默克尔第12次访华，促成中德汽车产业四大合作,https://baijiahao.baidu.com/s?id=1644282773012169212&wfr=spider&for=pc,,,,亿欧??2019-09-10,2019,baijiahao.baidu.com,百家??,54,,,zh,德国,,,,,,,,,,,
text_82dce788985252e1a74805fb73fcc7b4.txt,82dce788985252e1a74805fb73fcc7b4,德国经历最????默克尔呼吁应对气候变??https://baijiahao.baidu.com/s?id=1638549466526474269&wfr=spider&for=pc,,,,国际在线,2019/7/9,2019,baijiahao.baidu.com,百家??,0,,,zh,德国,,,,,,,,,,,
text_9ab998b0f086473b1fd007acc0477d50.txt,9ab998b0f086473b1fd007acc0477d50,默克尔宣布提高德国减排目标，提前??045年实现碳中和,https://baijiahao.baidu.com/s?id=1699091897065114625&wfr=spider&for=pc,,,,澎湃新闻,2021/5/7,2021,baijiahao.baidu.com,百家??,0,,,zh,德国,,,,,,,,,,
text_5f23b87e20c89cdffd744fe51852477e.txt,5f23b87e20c89cdffd744fe51852477e,乌克兰总统就“北??2”向默克尔抱怨，默克尔表示若俄方将天然气用作武器，将对其实施制裁,https://baijiahao.baidu.com/s?id=1708875733445675857&wfr=spider&for=pc,,,,极目新闻,2021/8/23,2021,baijiahao.baidu.com,百家??,693,,,zh,德国,,,,,,,,,,
text_0bb045e8709b381139845b69cbf98a19.txt,0bb045e8709b381139845b69cbf98a19,BBC：德国三党执政联盟粉墨登??默克??6年掌权生涯正式终??https://baijiahao.baidu.com/s?id=1717452551215528201&wfr=spider&for=pc,,,,人民资讯,2021/11/26,2021,baijiahao.baidu.com,百家??,0,,,zh,德国,,,,,,,,,,,
text_a4a2d6601440570628bf0ad07b362c9e.txt,a4a2d6601440570628bf0ad07b362c9e,德国沿海五州喊话默克尔：德国风电到了危急存亡之秋！,https://news.bjx.com.cn/html/20191213/1028211.shtml,"德国沿海五州喊话默克尔：德国风电到了危急存亡之秋！,海上风电,风电行业,风力发电",德国沿海五州喊话默克尔：德国风电到了危急存亡之秋！，日前，德国沿海5个州的州长联名给总理默克尔写了一封公开信，在信中他们疾呼：德国风电行业已经到了最危险的时刻！??个州分别是梅克伦??前波莫瑞州、不来梅（州）、汉堡（州）、石勒苏益格-荷尔斯泰因州和下萨克??欧洲海上风电,,2019/12/13,1905/7/11,news.bjx.com.cn,北极星网,,,,,zh,德国,,,,,,,,,,
text_a6c2ca506b72b2872a188ec02e5face1.txt,a6c2ca506b72b2872a188ec02e5face1,中方震颤发声后，默克尔突然表态，全世界都没想到，收特殊信??https://baijiahao.baidu.com/s?id=1699241180884174113&wfr=spider&for=pc,,,,强武??2021-05-09,2021,baijiahao.baidu.com,百家??,1,,,zh,德国,,,,,,,,,,,,
text_ed22b3c77d36615fc034e6b202b2df8a.txt,ed22b3c77d36615fc034e6b202b2df8a,关键时刻，默克尔再挺中国,https://baijiahao.baidu.com/s?id=1698998409296276511&wfr=spider&for=pc,,,,长安街知??2021-05-06,2021,baijiahao.baidu.com,百家??,1023,,,zh,德国,,,,,,,,,,,
text_59c22935a596cadb1fd06272dc4aab96.txt,59c22935a596cadb1fd06272dc4aab96,围堵中国？默克尔离职之际，一问题引全球共鸣，拜登和欧盟听仔细,https://baijiahao.baidu.com/s?id=1716185251664276459&wfr=spider&for=pc,,,,前沿时刻,2021/11/12,1905/7/13,baijiahao.baidu.com,百家??,0,,,zh,德国,,,,,,,,,,
text_ff5c028b056aaf43876bb790e198c789.txt,ff5c028b056aaf43876bb790e198c789,默克尔：如果跟中国对着干…??https://baijiahao.baidu.com/s?id=1699004129107135282&wfr=spider&for=pc,,,,环球时报,2021/5/6,2021,baijiahao.baidu.com,百家??,92,,,zh,德国,,,,,,,,,,,
text_e64d97e4adee953ae25635e9e399406e.txt,e64d97e4adee953ae25635e9e399406e,回顾2021年德国车企的“碳中和”之??https://baijiahao.baidu.com/s?id=1720645919452423730&wfr=spider&for=pc,,,,钛媒体APP,2021/12/31,2021,baijiahao.baidu.com,百家??,0,,,zh,德国,,,,,,,,,,,
text_a000daed65118eb874b3170875120831.txt,a000daed65118eb874b3170875120831,这一次，默克尔终于狠下心??https://baijiahao.baidu.com/s?id=1690459232429109837&wfr=spider&for=pc,,,,海峡军情??2021-02-01,2021,baijiahao.baidu.com,百家??,10,,,zh,德国,,,,,,,,,,,,
text_a3fa8f228721ede9ca1489e4b09424d9.txt,a3fa8f228721ede9ca1489e4b09424d9,台媒：默克尔下一任期不好??马克龙改造欧洲恐缺伴,https://baijiahao.baidu.com/s?id=1579500689476498340&wfr=spider&for=pc,,,,环球??2017-09-25,2017,baijiahao.baidu.com,百家??,0,,,zh,德国,,,,,,,,,,,
text_08022b999d5af35334bbcceffd88a8d2.txt,08022b999d5af35334bbcceffd88a8d2,默克尔很感动，但“忍住了眼泪??https://baijiahao.baidu.com/s?id=1718288587623873512&wfr=spider&for=pc,,,,中国青年??2021-12-05,1905/7/13,baijiahao.baidu.com,百家??,6,,,zh,德国,,,,,,,,,,,,
text_e6c60b28b10c9de5cf6c556e51bcfe49.txt,e6c60b28b10c9de5cf6c556e51bcfe49,关键时刻中国挺身而出，给欧洲送上一份大礼，默克尔转忧为??https://baijiahao.baidu.com/s?id=1688335908411628798&wfr=spider&for=pc,,,,海峡快讯,2021/1/9,1905/7/13,baijiahao.baidu.com,百家??,45,,,zh,德国,,,,,,,,,,,
text_4fa081230be422a996af885f5c1278f9.txt,4fa081230be422a996af885f5c1278f9,默克尔：为重建世界经济体系，七国集团希望加强与中国的合作,https://baijiahao.baidu.com/s?id=1692166785657305728&wfr=spider&for=pc,,,,京报??2021-02-20,2021,baijiahao.baidu.com,百家??,0,,,zh,德国,,,,,,,,,,,
text_9605814404c129435e9cedabe1a67c08.txt,9605814404c129435e9cedabe1a67c08,默克尔下决心做这件事：为了造福后代??https://baijiahao.baidu.com/s?id=1701769911733239949&wfr=spider&for=pc,,,,北晚在线,2021/6/6,2021,baijiahao.baidu.com,百家??,9,,,zh,德国,,,,,,,,,,,
text_e79ff1221b9e58628942026b002702c3.txt,e79ff1221b9e58628942026b002702c3,德国总理默克尔：为应对气候变??航空业面临颠覆性变??https://baijiahao.baidu.com/s?id=1702915410205169121&wfr=spider&for=pc,,,,人民资讯,2021/6/18,1905/7/13,baijiahao.baidu.com,百家??,0,,,zh,德国,,,,,,,,,,,
text_090c03c86dfb7c902de02f05e959a8e5.txt,090c03c86dfb7c902de02f05e959a8e5,默克尔：德国计划在今年起草氢战略,https://baijiahao.baidu.com/s?id=1644467357372311381&wfr=spider&for=pc,,,,智东??2019-09-12,2019,baijiahao.baidu.com,百家??,0,,,zh,德国,,,,,,,,,,,
text_becaca3450f9412cb7d2d39ae1648368.txt,becaca3450f9412cb7d2d39ae1648368,欧洲最大的能源消耗国--德国为何敢放弃核??_古马_新浪博客,http://blog.sina.com.cn/s/blog_489e745e01017vmx.html,"欧洲最大的能源消耗国--德国为何敢放弃核??_古马_新浪博客,古马,默克??德国政府,核电??可再生能源法,能源消??杂谈",欧洲最大的能源消耗国--德国为何敢放弃核??_古马_新浪博客，古马，,,古马,2011/6/2,2011,blog.sina.com.cn,新浪博客,,,,,zh,德国,,,,,,,,,
text_text_dcb52007c7a0781a4ef697bfe3089a2e.txt,text_dcb52007c7a0781a4ef697bfe3089a2e,过度使用“可再生能源”，却物极必反？分析德国能源转型的僵局,https://xw.qq.com/cmsid/20210222A051UO00,"抽水蓄能电站,可再生能??德国_财经,电力,太阳??安格??默克??过度使用“可再生能源??,过度使用“可再生能源”，却物极必反？分析德国能源转型的僵局，德国的反核规划，却正在歇斯底里地破坏环境在这张2010年的资料照片中，德国绿党领导人塞姆·奥兹德米尔（右 Em Oezdemir）和雷纳特·库埃纳斯特（Renate Kuenast）站在柏林总理府前…??,GolevkaBao,2021-02-22,2021,xw.qq.com,腾讯新闻,,,,,zh,德国,,",,,,,,,,,,,,,,,,,,,,,,
text_7749dc83aa70b27680e47565b3ac8a9a.txt,7749dc83aa70b27680e47565b3ac8a9a,小姑娘长大了 默克尔成欧洲坚挺最久的大国领导??https://baijiahao.baidu.com/s?id=1579284280768214486&wfr=spider&for=pc,,,,央广??2017-09-23,2017,baijiahao.baidu.com,百家??,0,,,zh,德国,,,,,,,,,,,,
text_be1591e4d6d993330d380f9dfcd7b096.txt,be1591e4d6d993330d380f9dfcd7b096,【观点】在可再生能源还无法满足电力需求的情况下，德国到底为什么现在就要坚定弃核？,https://www.sohu.com/a/515029748_121119270,"需??能源""",安吉拉·默克尔,保守党政??核能,气??电力,德国,支持,转型,能源,核能,核电??二氧化碳,"德国""",通过将可再生能源纳入主流并降低其价格，直到其价格低于新的常规电厂，逐步淘汰核能的决定也是德国电力供应脱碳的起点。委员会可能会提出一种折衷方案，将核能归类为一种临时过渡技术，必须在基金中进行标记和申报，以??,郑哥在菜??2022-01-07,2022,www.sohu.com,搜狐,6,0,0.0,,zh,德国,
text_b931dc55f9ce965e1e112765edd38623.txt,b931dc55f9ce965e1e112765edd38623,默克尔：汽车业正处于最重大变革阶段,https://baijiahao.baidu.com/s?id=1644527628377670550&wfr=spider&for=pc,,,,新华??2019-09-13,2019,baijiahao.baidu.com,百家??,0,,,zh,德国,,,,,,,,,,,
text_16e1d896da8b94aadf25668fbe7145bd.txt,16e1d896da8b94aadf25668fbe7145bd,默克尔：德国将继续为应对气候变化和保护生物多样性作贡献,https://baijiahao.baidu.com/s?id=1697764884546546862&wfr=spider&for=pc,,,,人民资讯,2021/4/23,1905/7/13,baijiahao.baidu.com,百家??,0,,,zh,德国,,,,,,,,,,
text_f47e8ad631f248bb4b8c910c5dbb372a.txt,f47e8ad631f248bb4b8c910c5dbb372a,默克尔：坚决用实际行动支持环??造福后代,https://baijiahao.baidu.com/s?id=1701765963330678257&wfr=spider&for=pc,,,,中国生物技术网,2021/6/6,2021,baijiahao.baidu.com,百家??,1,,,zh,德国,,,,,,,,,,
text_d900d98b2295010e99ca69e979a4ea47.txt,d900d98b2295010e99ca69e979a4ea47,默克尔“帮”中国光??不是为朋友而是为利??https://guangfu.bjx.com.cn/news/20120831/384741.shtml,"默克尔“帮”中国光??不是为朋友而是为利??默克??光伏组件,光伏",默克尔“帮”中国光??不是为朋友而是为利益，8??0日，默克尔总理率团访华并出席第二轮中德政府磋商，随访的德环境部长阿尔特迈尔将主动谈及欧盟对华光伏产品贸易救济调查事。默克尔总理虽不会谈及企业纠纷，但将敦促双方为德中企业在各自国家创造公平的竞争??和讯股票,,2012/8/31,2012,news.bjx.com.cn,北极星网,,,,,zh,德国,,,,,,,,,,,
text_e745be123d15556432f9e992d2fe7340.txt,e745be123d15556432f9e992d2fe7340,【光伏视角】默克尔：欧委会支持德国就太阳能板问题与中国会谈,https://guangfu.bjx.com.cn/news/20120920/389642.shtml,"【光伏视角】默克尔：欧委会支持德国就太阳能板问题与中国会谈,默克??反倾销,光伏",【光伏视角】默克尔：欧委会支持德国就太阳能板问题与中国会谈，综合外????7日报道，默克尔与欧委会主席巴罗佐会谈后表示，德国计划就中欧太阳能板贸易争端与中国开启会谈，希望通过政治手段解决这场贸易争端，而欧委会对此表示支持。默克尔表示，今??月她就曾努力想开展会谈，,商务??,2012/9/20,1905/7/4,news.bjx.com.cn,北极星网,,,,,zh,德国,,,,,,,,,,
text_d86a3c8507c5a4d88bddd3be7b3f5ea5.txt,d86a3c8507c5a4d88bddd3be7b3f5ea5,欧洲太阳能项目因新冠疫情面临延误，各界推动德国抛出救生索,https://baijiahao.baidu.com/s?id=1661653717512105637&wfr=spider&for=pc,,,,全国能源信息平台,2020/3/20,1905/7/12,baijiahao.baidu.com,百家??,0,,,zh,德国,,,,,,,,,,
text_1c7f151017691f9db8fbb51d707616e8.txt,1c7f151017691f9db8fbb51d707616e8,德国正面临一场前所未有的能源危机｜京酿??https://baijiahao.baidu.com/s?id=1719999377592586285&wfr=spider&for=pc,,,,新京??2021-12-24,2021,baijiahao.baidu.com,百家??,3,,,zh,德国,,,,,,,,,,,,
text_1681a3c3822d0fb863526158a9530ba4.txt,1681a3c3822d0fb863526158a9530ba4,默克尔呼吁航空业干这件事??https://baijiahao.baidu.com/s?id=1702917535434124436&wfr=spider&for=pc,,,,北晚在线,2021/6/18,2021,baijiahao.baidu.com,百家??,3,,,zh,德国,,,,,,,,,,,
text_6182df3cea32c9446aac51f105cfc015.txt,6182df3cea32c9446aac51f105cfc015,德国支持光伏发展，制??030??8GW发展目标,https://www.sohu.com/a/346788288_120068732,"发展,安格拉·默克尔,目标,能源,太阳??风能,净利润,电机,Wind,业绩,德国,光伏,默克??民主??保守??,在这一年，太阳能将超越生物质能??.4GW）、水电及其他能源??GW）、陆上风能组合（67-71GW）和海上风电??0GW）??板块前三：风电运营端；电??电控&工控；光伏运营端??【天能重工】发布前??,新能源趋势投??2019-10-13,2019,www.sohu.com,搜狐,11.0,0,0,,zh,德国,,",,,,,,,,,,,,,,,,,,,,,,
text_02b2411074b6d25f1780ef1aae141b7c.txt,02b2411074b6d25f1780ef1aae141b7c,这三句歌词，唱出了默克尔自己和德国这16??https://baijiahao.baidu.com/s?id=1718949246011191069&wfr=spider&for=pc,,,,京报??2021-12-12,1905/7/13,baijiahao.baidu.com,百家??,0,,,zh,德国,,,,,,,,,,,,
text_f1b0e0c033e844057ca4777ba316739d.txt,f1b0e0c033e844057ca4777ba316739d,默克尔是“疯”了吗？,https://guangfu.bjx.com.cn/news/20111013/315662.shtml,"默克尔是“疯”了吗？""",默克??光伏,太阳能电??,默克尔是“疯”了吗？，德国于前日发出预警信号，德国总理默克尔或迫于政治压力，评论治丝益棼。然而，这有可能正预示着，一场预警德国大众上网电价补贴削减将更加激烈的运动正悄然开启。一篇由路透社(英文)早些时候发表的一篇评论提到，??Mark Osborne,,2011/10/13,2011,news.bjx.com.cn,北极星网,,,,,zh,德国,,,,,,,,
text_b4250a261528ec79aa560ec7cede4226.txt,b4250a261528ec79aa560ec7cede4226,政坛”铁娘子“默克尔来沈，这事儿对你有啥影响,https://www.sohu.com/a/83189067_428499,"政坛,铁娘??默克??尔来,这事??影响",德国总理默克尔来沈阳了！ 只要今天出门的朋友就一定知道??,惠民房交??2016-06-14,2016,www.sohu.com,搜狐,8,0,0,,zh,德国,,,,,,,,,,,
text_6c1388847c533e467dd00544cef8d618.txt,6c1388847c533e467dd00544cef8d618,乌克兰担忧断供？德国“安抚”乌：咱再用俄罗斯天然气25年就转型,https://baijiahao.baidu.com/s?id=1708982991732072461&wfr=spider&for=pc,,,,金十新媒??2021-08-24,2021,baijiahao.baidu.com,百家??,0,,,zh,德国,,,,,,,,,,,
text_c446a20627014f4c0430327398c42471.txt,c446a20627014f4c0430327398c42471,德国“自废武功”，交着欧洲最贵的电费，还要取消核电和煤电,https://baijiahao.baidu.com/s?id=1714019243961494241&wfr=spider&for=pc,,,,大话企业,2021/10/19,2021,baijiahao.baidu.com,百家??,7,,,zh,德国,,,,,,,,,,
