fileId,title,url,keywords,description,source,author,date,year,domainName,websiteName,views,comments,likes,forwardings,language,area,title_in_article,news_category
773c246d-e17d-449e-ac09-d46009fb91e7,习近平：长江经济带开发要科学、绿色、可持续-新华网,http://www.xinhuanet.com/politics/2018lh/2018-03/10/c_1122517968.htm,,习近平：长江经济带开发要科学、绿色、可持续 ---,,,2018/3/10,2018,xinhuanet.com,新华网,,,,,zh,中国,,
ef22e3da-ab53-42e5-831b-b6dfe06ee140,习近平：坚持推动实现更加强劲、绿色、健康的全球发展-新华网,http://www.xinhuanet.com/politics/leaders/2021-10/31/c_1128016305.htm,习近平,习近平：坚持推动实现更加强劲、绿色、健康的全球发展-新华网,,,2021/10/31,2021,xinhuanet.com,新华网,,,,,zh,中国,,
5f1baf25-7740-4fd5-9bd2-b0fc63a7bbd8,习近平时间丨中国“十四五”开局满是绿色底色-新华网,http://www.xinhuanet.com/video/2021-08/11/c_1211326925.htm,,习近平时间丨中国“十四五”开局满是绿色底色-新华网,,,2021/8/11,2021,xinhuanet.com,新华网,,,,,zh,中国,,
8370fb71-90f9-4a0f-8a52-351f9a3198f1,习近平：推动疫情后世界经济“绿色复苏”-新华网,http://www.xinhuanet.com/2020-09/22/c_1126527634.htm,习近平,习近平：推动疫情后世界经济“绿色复苏”-新华网,,,2020/9/22,2020,xinhuanet.com,新华网,,,,,zh,中国,,
e1642767-7d6c-445f-aab2-2148ff3d4be5,习近平：加快突破推进改革?发展绿色金融--能源--人民网,http://energy.people.com.cn/n1/2016/0901/c71661-28682783.html,金融制度安排 生态环境损害 征用制度 清单编制 财产征收 金融工具 金融体系 金融类 绿色产业 志愿服务,8月30日，习近平在深改小组会议表示，要抓难点、补短板，尚未推出的改革要加快突破推进，已经推出的改革要加快落实落地。要按照既定的时间表、路线图，更加注重发挥经济体制改革的牵引作用。 本次会议提出,,,2016/9/1,2016,people.com.cn,人民网,,,,,zh,中国,,
72ece389-8be3-47e2-8c7a-03de2e01b71d,习近平倡导“三大理念”：开放、绿色、廉洁?完善全球治理--理论-人民网,http://theory.people.com.cn/n1/2019/0426/c148980-31052262.html,",习近平倡导“三大理念”：开放、绿色、廉洁?完善全球治理--理论",中国共产党新闻网北京4月26日电 (记者万鹏)“我们要秉持共商共建共享原则”“我们要坚持开放、绿色、廉洁理念”“我们要努力实现高标准、惠民生、可持续目标”。今日，中国国家主席习近平在第二届“，习近平倡导“三大理念”：开放、绿色、廉洁 完善全球治理--理论,,,2019/4/26,2019,people.com.cn,人民网,,,,,zh,中国,,
cfc09086-88f2-4098-af1d-0671b27d875f,习近平：在绿色转型过程中努力实现社会公平正义--时政--人民网,http://politics.people.com.cn/n1/2021/0422/c1024-32085289.html,习近平 公平正义 实现社会 绿色 重要讲话 国家主席 消除贫困 协同增效 视频 福祉,国家主席习近平22日晚在北京以视频方式出席领导人气候峰会并发表重要讲话。 习近平指出，生态环境关系各国人民的福祉，我们必须充分考虑各国人民对美好生活的向往、对优良环境的期待、对子孙后代的责任，探,,,2021/4/22,2021,people.com.cn,人民网,,,,,zh,中国,,
fb9f6c34-b15d-4731-be0b-a9ebb3f42bd3,习近平：坚持“绿色共识”，推动“绿色发展”--时政--人民网,http://politics.people.com.cn/n1/2021/0209/c1024-32027403.html,习近平 巴黎协定 生物多样性公约 绿色经济 缔约方 气候变化 清洁能源 国家主席 中东欧国家 视频,国家主席习近平9日在北京以视频方式主持中国一中东欧国家领导人峰会并发表主旨讲话。习近平强调，中国和中东欧国家要共同落实应对气候变化《巴黎协定》，为今年联合国第二十六次气候变化缔约方大会和第十五次《生物,,,2021/2/9,2021,people.com.cn,人民网,,,,,zh,中国,,
c7b85789-f8c4-4c06-abba-88742080f04b,习近平绘制绿色中国梦--时政--人民网,http://politics.people.com.cn/n1/2018/0815/c1001-30230552.html,习近平 绿色中国 生态文明 总书记 新局面 地绿 2005年 改革发展 现代化建设 发展理念,,,,2018/8/15,2018,people.com.cn,人民网,,,,,zh,中国,,
302ca88a-c887-467d-a02a-c4d15e504da9,习近平的绿色发展理念：完善“顶层设计”?加固“四梁八柱”--经济·科技--人民网,http://finance.people.com.cn/n1/2017/0606/c1004-29319507.html,,挥锹铲土填入树坑，培实新土堆起围堰，阳春三月里，习近平总书记在北京市朝阳区将台乡接连种下了一颗颗树苗……这正如在中国广袤土地上展开的绿色发展新实践：理念“生根发芽”，成效“破土而出”。“绿水青山就是金,,,2017/6/6,2017,people.com.cn,人民网,,,,,zh,中国,,
f1737446-83f0-4d99-ac12-c9b29d025b26,习近平总书记谈绿色--生态--人民网,http://env.people.com.cn/n1/2016/0303/c1010-28166910.html,,保护生态环境就是保护生产力，改善生态环境就是发展生产力。良好生态环境是最公平的公共产品，是最普惠的民生福祉。 我们既要绿水青山，也要金山银山。宁要绿水青山，不要金山银山，而且绿水青山就是金山银山,,,2016/3/3,2016,people.com.cn,人民网,,,,,zh,中国,,
9db5e883-9ed8-4519-8467-a5e03fe4f39f,习近平再谈绿色发展：“循环利用”之路该如何走？--专题报道-人民网,http://cpc.people.com.cn/xuexi/n1/2016/0824/c385475-28661757.html,",习近平再谈绿色发展：“循环利用”之路该如何走？--专题报道",生态兴则文明兴，生态衰则文明衰。自从党的十八大提出“建设美丽中国”以来，习近平总书记在多个场合对绿色发展理念作了一系列论述。“走向生态文明新时代，建设美丽中国，是实现中华民族伟大复兴的中国梦的重要内容，习近平再谈绿色发展：“循环利用”之路该如何走？--专题报道,,,2016/8/24,2016,people.com.cn,人民网,,,,,zh,中国,,
487e040e-96fa-40fe-b15f-b14e11dfff05,努力书写好绿色发展新答卷（治理之道）, https://politics.gmw.cn/2020-08/31/content_34135400.htm,绿色生态 绿色标准 发展思想 绿色交通 绿色生活,习近平总书记指出：“良好生态环境是东北地区经济社会发展的宝贵资源，也是振兴东北的一个优势。”辽宁省丹东市深入学习贯彻习近平总书记重要指示精神，坚持新发展理念，努力书写好绿色发展新答卷，让人民群众拥有更多获得感幸福感安全感。,,,2020/8/31,2020,gmw.cn,光明网,,,,,zh,中国,,
ae0a07b6-221b-481b-b198-0d9542a12c0e,学习进行时丨“习近平的2021”：为子孙后代计，为长远发展谋,https://m.gmw.cn/2021-12/26/content_35407042.htm,绿色 生态文明 习近平的2021 生态保护 十四五,2021，中国，我们党迎来百年华诞，两个百年奋斗目标历史交汇。2021，世界，百年变局与世纪疫情交织，人类正经历历史上罕见的多重危机。2021，摆在中国人民面前的任务更艰巨、挑战更严峻。这一年，以习近平同志为核心的党中央统揽“四个伟大”，带领中国人民在全面建设社会主义现代化国家开局之年迈出新气象，创造新辉煌。新华社《学习进行时》原创品牌栏目“讲习所”推出年终系列报道“习近平的2021”之“为子孙后代计，为长远发展谋”。,,,2021/12/26,2021,gmw.cn,光明网,,,,,zh,中国,,
5b167ef0-7667-47a5-bfa6-4700f9038049,治国理政新实践 | 绿色绘出幸福底色——习近平总书记关切的生态文明建设新实践-新华网,http://www.xinhuanet.com/politics/2021-08/11/c_1127751643.htm?_hgOutLink=news/newsDetail&id=115605,"绿色,生态文明",治国理政新实践 | 绿色绘出幸福底色——习近平总书记关切的生态文明建设新实践-新华网,,,2021/8/11,2021,xinhuanet.com,新华网,,,,,zh,中国,,
8113a72b-39b8-4fa7-bddc-6b0232021237,习近平：中方将生态文明领域合作作为共建“一带一路”重点内容-新华网,http://www.xinhuanet.com/silkroad/2021-04/22/c_1127363025.htm,习近平,习近平：中方将生态文明领域合作作为共建“一带一路”重点内容-新华网,,,2021/4/22,2021,xinhuanet.com,新华网,,,,,zh,中国,,
58518ad2-ca0e-4e73-afd0-d19192a91f25,习近平生态文明思想对现代西方环境理论的超越-新华网,http://www.xinhuanet.com/politics/2021-10/18/c_1127968605.htm,,习近平生态文明思想对现代西方环境理论的超越 ---习近平生态文明思想，指明人与自然是生命共同体，提出绿水青山就是金山银山的重要理念，倡导构建人类命运共同体，科学回答了新时代我国生态文明建设的根据、途径和价值等重要问题，超越了现代西方环境理论，为实现全球可持续发展贡献了中国智慧和中国方案。,,,2021/10/18,2021,xinhuanet.com,新华网,,,,,zh,中国,,
e2cc3d1b-a093-46bd-9688-37dab33b3fdd,联播+丨习近平五点倡议推进全球交通合作-新华网,http://www.xinhuanet.com/2021-10/15/c_1127960748.htm,交通,联播+丨习近平五点倡议推进全球交通合作-新华网,,,2021/10/15,2021,xinhuanet.com,新华网,,,,,zh,中国,,
595dbbae-65ab-4625-8dd6-d2ba47094e5f,习近平心中的绿水青山是什么样子-新华网,http://news.xinhuanet.com/politics/2015-12/28/c_128638678.htm,习近平,,,,2015/12/28,2015,xinhuanet.com,新华网,,,,,zh,中国,,
2df0757f-3577-4a4e-9072-a25a0aa4d579,习近平在“领导人气候峰会”上的讲话（全文）-新华网,http://www.xinhuanet.com/politics/leaders/2021-04/22/c_1127363132.htm,习近平,习近平在“领导人气候峰会”上的讲话（全文）-新华网,,,2021/4/22,2021,xinhuanet.com,新华网,,,,,zh,中国,,
c39305d2-a02c-44ed-8bea-088f9ee03cb0,习近平：走生态优先绿色发展之路 让中华民族母亲河永葆生机活力-新华网, http://news.xinhuanet.com/politics/2016-01/07/c_1117704361.htm,"习近平,长江经济带,绿色发展",,,,2016/7/1,2016,xinhuanet.com,新华网,,,,,zh,中国,,
bd8abe36-4593-4d67-aa0e-b412b845de4f,习近平：要加快形成绿色低碳交通运输方式-新华网, http://www.xinhuanet.com/2021-10/14/c_1127958631.htm,,习近平：要加快形成绿色低碳交通运输方式-新华网,,,2021/10/14,2021,xinhuanet.com,新华网,,,,,zh,中国,,
b9ac082e-696b-484b-aec3-1f768ebf8d57,习近平：绿色办奥共享办奥开放办奥廉洁办奥?办成一届精彩非凡卓越的奥运盛会--新闻报道-中国共产党新闻网,http://cpc.people.com.cn/n1/2016/0319/c64094-28210943.html,",习近平：绿色办奥共享办奥开放办奥廉洁办奥?办成一届精彩非凡卓越的奥运盛会--新闻报道",3月18日，中共中央总书记、国家主席、中央军委主席习近平在中南海主持召开会议，专题听取北京冬奥会和冬残奥会筹办工作情况汇报并作重要讲话。 新华社记者兰红光摄中共中央总书记、国家主席、中央军委主席习近，习近平：绿色办奥共享办奥开放办奥廉洁办奥 办成一届精彩非凡卓越的奥运盛会--新闻报道,,,2016/3/19,2016,people.com.cn,人民网,,,,,zh,中国,,
4d1c08a8-5b16-4127-bf1e-f4f55b33b52a,回顾：一年来习近平的“雄安金句”--经济·科技--人民网,http://finance.people.com.cn/n1/2018/0331/c1004-29900351.html,,,,,2018/3/31,2018,people.com.cn,人民网,,,,,zh,中国,,
6274714a-4779-4315-9219-72bbb3f5c61d,加快建设世界一流绿色智慧枢纽港口（党的创新理论实践典型案例）--理论-中国共产党新闻网,http://theory.people.com.cn/n1/2021/0328/c40531-32062765.html,",加快建设世界一流绿色智慧枢纽港口（党的创新理论实践典型案例）--理论",从高空俯视天津港，40多公里的海岸线上，173个泊位星罗棋布。 2019年1月17日，习近平总书记考察天津港时强调，“经济要发展，国家要强大，交通特别是海运首先要强起来。要志在万里，努力打造世界，加快建设世界一流绿色智慧枢纽港口（党的创新理论实践典型案例）--理论,,,2021/3/28,2021,people.com.cn,人民网,,,,,zh,中国,,
02465696-9a28-49f8-b457-b0a47fdfd075,习近平在第二届联合国全球可持续交通大会开幕式上的主旨讲话（全文）--国际--人民网, http://world.people.com.cn/n1/2021/1014/c1002-32254068.html,综合交通网 联合国 互联互通 低碳 地球村 联通 互利共赢 议程 全球治理 肺炎,新华社北京10月14日电与世界相交与时代相通在可持续发展道路上阔步前行——在第二届联合国全球可持续交通大会开幕式上的主旨讲话（2021年10月14日）中华人民共和国主席 习近平尊敬的古特雷斯秘书长,,,2021/10/14,2021,people.com.cn,人民网,,,,,zh,中国,,
ed4a1822-6b98-46e6-937c-bd9409360a66,习近平“绿色治理”观：世界认同体现中国担当--新闻报道-人民网, http://cpc.people.com.cn/n1/2017/0607/c64387-29322571.html,"地球卫士 环境保护税 治理机制 绿色生活 绿色理念 中国共产党 世界环境日 绿色环境 环境执法 治理环境,习近平“绿色治理”观：世界认同体现中国担当--新闻报道",宇宙只有一个地球，人类共有一个家园。地球是人类唯一赖以生存的家园，珍爱和呵护地球是人类的唯一选择。人类只有一个地球，各国共处一个世界，我们是“人类命运共同体”。习近平明确指出：“我们既要绿水青山，也要，习近平“绿色治理”观：世界认同体现中国担当--新闻报道,,,2017/6/7,2017,people.com.cn,人民网,,,,,zh,中国,,
d60f2b1e-d6e5-44b6-b29c-769705468dd0,习近平向世界发出一封绿色发展的邀请函--时政--人民网,http://politics.people.com.cn/n1/2016/0605/c1001-28412212.html,,作为全球清洁能源领域里的重要高层论坛，第七届清洁能源部长级会议和“创新使命”部长级会议6月1-2日在美国旧金山召开。习近平向会议致贺信，他在信中强调，中国将贯彻创新、协调、绿色、开放、共享的发展理念，,,,2016/6/5,2016,people.com.cn,人民网,,,,,zh,中国,,
26dcc936-1b57-41e3-b0b7-801f38e65cad,习近平主席联合国全球可持续交通大会讲话引发热烈反响：彰显推进可持续发展决心--经济·科技--人民网, http://finance.people.com.cn/n1/2021/1016/c1004-32255612.html,,国家主席习近平14日晚以视频方式出席第二届联合国全球可持续交通大会开幕式并发表题为《与世界相交与时代相通在可持续发展道路上阔步前行》的主旨讲话。习近平指出，交通是经济的脉络和文明的纽带。纵观世界历史，,,,2021/10/16,2021,people.com.cn,人民网,,,,,zh,中国,,
01a47927-b154-46f0-965d-97eddf494549,习近平对生态文明建设作出重要指示 李克强作出批示-新华网,http://www.xinhuanet.com/politics/2016-12/02/c_1120042543.htm,习近平,,,,2016/12/2,2016,xinhuanet.com,新华网,,,,,zh,中国,,
4203c46f-b495-423e-84d7-24797b026c9b,习近平：争取2020年实现碳强度降低40%-45%,http://jjckb.xinhuanet.com/2015-09/28/c_134667509.htm,经济参考报,经济参考报,,,2015/9/28,2015,xinhuanet.com,新华网,,,,,zh,中国,,
b5af45bb-5571-4e0d-86e8-eeede7de1aa8,习近平：让开放的春风温暖世界-新华每日电讯,http://www.xinhuanet.com/mrdx/2021-11/05/c_1310292078.htm,,,,,2021/11/5,2021,xinhuanet.com,新华网,,,,,zh,中国,,
f901ab8c-bec1-4425-937f-7a3149a7b0f6,习近平：践信守诺，携手各国走绿色、低碳、可持续发展之路-新华网,http://www.xinhuanet.com/world/2021-10/30/c_1128013843.htm,习近平,习近平：践信守诺，携手各国走绿色、低碳、可持续发展之路-新华网,,,2021/10/30,2021,xinhuanet.com,新华网,,,,,zh,中国,,
482d65d5-da33-4f1c-bc0e-06e75a12982a,习近平向2019年太原能源低碳发展论坛致贺信-新华网,http://www.xinhuanet.com/politics/leaders/2019-10/22/c_1125135786.htm,习近平,习近平向2019年太原能源低碳发展论坛致贺信-新华网,,,2019/10/22,2019,xinhuanet.com,新华网,,,,,zh,中国,,
3fc010be-5988-4cdc-b6fc-011a5a907c76,习近平：生态环境保护是功在当代、利在千秋的事业-新华网,http://news.xinhuanet.com/politics/2015-08/05/c_128096616.htm,"生态文明,生态服务功能,习近平,生态环境保护,生态意识",习近平：生态环境保护是功在当代、利在千秋的事业 --- 要加强生态文明宣传教育，增强全民节约意识、环保意识、生态意识，营造爱护生态环境的良好风气。走向生态文明新时代，建设美丽中国，是实现中华民族伟大复兴的中国梦的重要内容。,,,2015/8/5,2015,xinhuanet.com,新华网,,,,,zh,中国,,
